2010년, 절도 , 장물 , 사기 , 횡령 , 배임 , 손괴 , 살인 , 강도 , 방화 , 강간 , 폭행 , 상해 , 협박 , 공갈 , 약취와유인 , 체포와감금 , 폭력행위등(단체등의구성.활동) , 폭력행위등처벌에관한법률위반 , 통화 , 유가증권.인지.우표 , 문서 , 인장 , 직무유기 , 직권남용 , 수뢰 , 증뢰 , 간통 , 혼인빙자간음 , 기타음란행위 , 도박과복표 , 신앙 , 과실치사상 , 업무상과실치사상 , 실화 , 명예 , 권리행사방해 , 신용업무경매 , 주거침입 , 비밀침해 , 유기 , 낙태 , 아편 , 교통방해 , 공무방해 , 도주와범인은닉 , 위증과증거인멸 , 무고 , 공안을해하는죄 , 내란의죄 , 음용수에관한죄 , 일수와수리에관한죄 , 기타 , 가정폭력범죄의처벌등에관한특례법 , 개발제한구역의지정및관리에관한특별조치법 , 개항질서법위반 , 건설기계관리법위반 , 건설산업기본법위반 , 건축법위반 , 고용보험법위반 , 골재채취법위반 , 공업배치및공장설립에관한법률위반 , 공유수면관리법위반 , 공중위생관리법위반 , 공직선거법위반 , 관세법위반 , 교통사고처리특례법위반 , 국가기술자격법위반 , 국가보안법위반 , 국민연금법위반 , 근로기준법위반 , 낚시어선업법위반 , 내수면어업법위반 , 노동조합및노동관계조정법위반 , 농산물품질관리법위반 , 농수산물유통및가격안정에관한법률 , 농업협동조합법위반 , 농지법위반 , 담배사업법위반 , 대기환경보전법위반 , 대부업등의등록및금융이용자보호에관한법률 , 대외무역법위반 , 도로교통법위반 , 도로교통법위반(무면허운전) , 도로교통법위반(음주운전) , 도로교통법위반(음주측정거부) , 도로법위반 , 도시계획법위반 , 도시공원법위반 , 독점규제및공정거래에관한법률위반 , 디자인보호법위반 , 마약류관리에관한법률위반(대마) , 마약류관리에관한법률위반(마약) , 마약류관리에관한법률위반(향정) , 마약류불법거래방지에관한특례법위반 , 민사소송법위반 , 밀항단속법위반 , 방문판매등에관한법률위반 , 배타적경제수역의외국인어업등에관한법률 , 범죄수익은닉의규제및처벌등에관한법률 , 변호사법위반 , 병역법위반 , 보건범죄단속에관한특별조치법위반 , 부동산등기특별조치법위반 , 부동산실권리자명의등기에관한법률 , 부동산중개업법위반 , 부정경쟁방지및영업비밀보호에관한법률위반 , 부정수표단속법위반 , 사행행위등규제및처벌특례법위반 , 산림자원의조성및관리에관한법률위반 , 산업안전보건법위반 , 산업재해보상보험법위반 , 상법위반 , 상표법위반 , 석유사업법위반 , 선박안전법위반 , 선박직원법위반 , 선원법위반 , 성매매위반 , 소방기본법위반 , 소음.진동관리법위반 , 수도법위반 , 수산업법위반 , 수산자원관리법위반 , 수산자원보호령위반 , 수상레저안전법위반 , 수질환경보전법위반 , 식품위생법위반 , 신용정보의이용및보호에관한법률위반 , 실용신안법위반 , 액화석유가스의안전관리및사업법위반 , 약사법위반 , 여객자동차운수사업법위반 , 여권법위반 , 여신전문금융업법위반 , 오수.분뇨및축산폐수의처리에관한법률위반 , 옥외광고물등관리법위반 , 외국환거래법위반 , 유사수신행위의규제에관한법률위반 , 유선및도선사업법위반 , 유해화학물질관리법위반 , 윤락행위등방지법위반 , 음반.비디오물및게임물에관한법률위반 , 의료법위반 , 자동차관리법위반 , 자동차손해배상보장법위반 , 자연공원법위반 , 저작권법위반 , 전기사업법위반 , 전기통신기본법위반 , 전기통신사업법위반 , 전염병예방법위반 , 전투경찰대설치법위반 , 전파법위반 , 정보통신망이용촉진등에관한법률위반 , 정치자금법위반 , 조세범처벌법위반 , 조수보호및수렵에관한법률위반 , 주민등록법위반 , 주차장법위반 , 주택건설촉진법위반 , 증권거래법위반 , 지방세법위반 , 지하수법위반 , 직업안정법위반 , 집회및시위에관한법률위반 , 철도법위반 , 청소년보호법위반 , 청소년의성보호에관한법률위반 , 체육시설의설치.이용에관한법률위반 , 총포.도검.화약류등단속법위반 , 축산물가공처리법위반 , 출입국관리법위반 , 컴퓨터프로그램보호법위반 , 통신비밀보호법위반 , 특가법(도주차량) , 특허법위반 , 폐기물관리법위반 , 풍속영업의규제에관한법률위반 , 하천법위반 , 학교보건법위반 , 항만법위반 , 항만운송사업법위반 , 해양오염방지법위반 , 향토예비군설치법위반 , 화재보험위반 , 기타특별법 
부산광역시 영도,859,25,383,42,7,125,2,7,11,93,209,324,16,61,2, - ,4,127,2, - ,37, - , - , - , - , - ,2, - ,1,58, - ,5,8,6,18,7,13,21, - ,1, - , - ,8,32, - , - ,16, - , - , - , - , - , - , - ,5, - ,1,13, - , - , - ,1,1,4, - ,361,1, - , - ,50,2, - , - ,1, - , - ,1,1,1,2, - ,23,95,486,3, - , - , - , - , - ,5, - ,21, - , - ,2,2, - , - ,3,23, - , - , - , - ,2,34,9, - ,11, - , - ,2, - ,4,7,38,5, - , - , - ,1,6, - , - , - ,14, - ,1, - ,3, - , - ,5, - , - , - ,1, - ,2, - , - ,3,107,20, - ,20, - , - , - , - , - ,1,56, - ,1, - ,8, - , - , - , - , - , - ,1, - ,12,2, - ,1, - ,4, - , - ,21,1, - ,1, - , - ,6, - , - ,20,1,124
부산광역시 부산진,3214,75,2802,273,44,387,10,71,25,262,790,1040,49,81,1,8,13,557,22,5,168,6,6,4,8,1,13, - ,6,128, - ,9,23,22,157,29,130,42,1, - ,1, - ,9,186,1,4,47, - , - , - , - , - ,1, - , - ,3,4,17,5, - , - , - ,7,9,1,1712, - ,1, - ,230, - , - , - ,21, - , - , - ,9, - ,27, - ,280,469,2126,16,86, - , - , - ,2, - ,3,102, - , - , - ,8, - ,2,2,70,5,2,3,1,1,162,37, - ,18, - ,2,49, - , - , - , - ,123, - , - , - , - , - ,1, - , - ,130, - , - ,1,24,1, - ,37, - ,5,5,14, - ,4, - ,2,51,582,132, - ,173, - , - , - ,6, - , - ,118, - ,19, - ,28, - , - , - , - , - ,12,6, - ,103,8, - , - ,5,2, - ,1,64,1, - , - , - ,6, - , - , - ,122, - ,447
부산광역시 동래,1786,20,1145,123,21,281,7,34,9,124,491,582,39,39, - ,4,1,304,14,1,69, - ,4,3,5, - ,17, - ,19,86, - ,9,6,4,87,15,103,42, - , - ,2, - ,3,107, - ,5,25, - , - , - , - , - ,3,2, - ,1,2,35, - , - , - , - ,3,10,2,927,2,1, - ,101, - , - , - ,14, - , - , - ,2,2,15, - ,74,270,2161,17,73, - , - , - ,1, - ,1,40, - , - , - ,3, - , - ,4,20,1, - ,1,1,1,32,17,1,3, - , - ,22, - , - , - , - ,28, - , - , - , - , - , - , - , - ,102, - , - ,1,8,1, - ,14, - ,15,2, - , - ,4, - , - ,23,326,65, - ,330, - , - ,1, - , - ,3,192, - ,11, - ,10,6, - , - , - , - , - ,1, - ,37,2,3, - ,1,1, - ,1,68, - , - , - , - , - , - , - , - ,36, - ,368
부산광역시 남구,1291,17,935,95,26,199,13,44,8,108,231,412,27,29,1,1,4,217,10,2,55,1,4,1,1,1,10, - ,2,51, - ,3,10,7,61,16,32,19, - , - , - , - ,1,53,3,5,17, - , - , - , - , - , - , - ,6, - ,2,87,2, - , - , - ,15,11,7,940, - , - , - ,135, - , - ,4,7, - , - , - , - ,2,17,1,268,145,1063,11,112, - , - , - ,1, - , - ,21, - , - ,2,1, - ,3,3,29,3, - ,1, - ,2,29,6,1,7, - , - ,28, - , - , - , - ,4, - , - , - , - , - , - , - , - ,91,1, - , - ,4, - ,1,8, - ,3,5,1, - ,2, - , - ,4,307,127, - ,310, - , - , - , - , - ,3,217, - ,14, - ,11,7, - , - , - , - ,5, - , - ,57,1,2, - ,3, - , - ,2,40,1,1,2, - ,4,1, - , - ,36, - ,339
부산광역시 북구,1232,39,842,87,18,167,15,69,12,147,283,579,26,61,1,6,11,247,9,3,64, - ,1,1,2, - ,15, - ,5,38, - ,9,5,14,103,11,87,41, - ,1, - , - , - ,59,3,4,42, - , - , - , - , - , - ,3, - ,3, - ,8,4, - , - , - ,3,8,3,732, - , - , - ,81, - , - , - ,5, - , - , - , - , - ,6, - ,112,126,1210,14,12, - , - ,1, - ,5, - ,27, - , - , - , - , - ,1,3,26,3, - ,6, - ,2,9,7, - ,5, - , - ,6, - , - , - , - ,11, - , - , - , - , - , - , - , - ,122, - , - , - ,7,1, - ,14, - ,1,1, - , - ,3, - , - ,23,256,115, - ,81, - ,2, - , - , - ,2,262, - ,10, - ,8,10, - , - , - , - ,4,1, - ,74,10,3,1,5,1, - ,1,54,1, - , - , - ,4, - , - , - ,27, - ,278
부산광역시 해운대,2239,43,1936,238,34,382,16,52,10,211,741,690,39,57,1,5,15,407,9,5,146,1,4,1,6,1,22,1,4,314, - ,13,16,12,157,25,101,45, - , - ,2, - ,6,77,3,50,56, - , - , - , - , - , - ,19, - ,4,1,65,1, - , - , - ,14,5,1,1117, - , - , - ,226,1, - ,2,2,10, - ,1, - , - ,32, - ,160,321,1546,19,247, - , - , - , - ,4, - ,81, - , - ,1, - , - ,2,6,68,4,2,6, - ,4,64,2, - ,26, - , - ,29, - ,2, - , - ,55, - , - , - , - ,5, - ,1, - ,189,1, - , - ,11,12, - ,9, - ,4,3,1, - ,3, - , - ,42,609,351, - ,218, - , - , - ,12, - ,3,310, - ,21, - ,10, - , - , - , - , - ,1, - , - ,66,4,1,26,1,3, - ,3,92,3,1, - , - ,1, - ,6, - ,125, - ,470
부산광역시 사하,1656,44,983,102,32,256,11,31,6,125,326,677,24,50,1,5,14,272,10,5,171,2,4, - ,3,4,7, - ,3,45,1,10,26,24,77,18,47,46, - , - , - , - ,5,70,1,3,12, - , - , - , - , - , - , - ,6,6,1,12,1, - , - , - ,4,15,5,1089, - , - , - ,187, - , - ,3,6, - , - , - ,1,7,10,4,177,183,1325,9,58, - , - , - ,2,29,1,55, - , - ,5, - , - ,1,2,29,2, - , - , - ,2,46,30, - ,28, - , - ,10, - , - ,1,1,50, - ,1, - ,1,3, - ,2, - ,150,1, - ,1,5,3, - ,3, - ,1,1, - , - ,8, - ,3,18,262,101, - ,69, - , - , - , - , - ,4,68, - ,17, - ,34,2, - , - , - , - ,3,1, - ,52,1,3,1,4,21, - , - ,38,2,2,1, - ,4, - , - , - ,43, - ,400
부산광역시 금정,1643,31,823,91,18,248,4,31,18,103,296,494,20,52,1,5,14,238,1,5,100,2,2, - ,2,2,5, - ,3,251, - ,5,12,9,57,13,50,26, - ,1, - , - ,6,46,2,4,20, - , - , - , - , - , - ,30, - ,1,2,61, - , - , - ,2,6,5,1,827,1, - ,3,129, - , - , - ,2,1, - ,2, - , - ,4, - ,209,289,1101,3,361, - , - , - ,1,4,1,36, - , - , - , - , - , - ,3,23,3,1,4, - ,1,74,15, - ,6, - , - ,6, - , - , - , - ,9, - , - ,2, - , - , - , - , - ,135,1,1, - ,6,2,1,10, - , - ,1, - , - ,7, - , - ,13,246,48, - ,83, - ,1, - , - , - ,1,101, - ,19, - ,8,7, - , - , - , - , - ,1, - ,53,17, - , - ,3,9, - ,1,62, - ,2,3, - , - , - , - , - ,63, - ,296
부산광역시 강서,601,41,432,79,16,45,4,4,3,17,70,152,6,23, - ,1,3,56,7,3,32, - ,1,2,3,1,2, - , - ,41, - ,4,14,12,14,9,12,13, - , - ,1, - ,7,24,1,2,7, - , - , - , - , - , - ,84,4,8,1,26,1, - , - ,2,2,3,5,718, - , - , - ,202,6, - ,1,4, - ,1, - ,1,29, - ,3,112,131,658,9,1321, - , - , - ,1,2,1,5, - ,1,3, - , - , - , - ,9,2,1, - , - ,2,3,17, - ,30, - , - ,16, - ,2, - , - ,1, - ,9, - ,14,3, - ,1, - ,60, - ,2,1,8,3,1,1, - , - ,52, - , - ,1, - , - ,1,59,206, - ,18, - , - , - , - , - , - ,21, - ,22, - ,3,6, - , - , - , - , - , - , - , - , - ,2,5,4,27, - , - ,32,2,7, - , - , - , - , - , - ,13,34,180
부산광역시 연재,1184,11,1269,140,27,205,2,14,6,110,378,460,29,27, - ,2,7,234,8,3,95,4,2,5,2,3,6,1,3,47, - ,6,8,19,73,16,52,38, - ,1, - , - ,1,52,3,132,51,1, - , - , - ,1,2, - , - ,3,2,26,1, - , - , - ,2,9,1,671, - , - , - ,135, - , - ,1,6, - , - , - , - , - ,18,1,31,112,741,7,2, - , - , - ,1,3, - ,37, - , - ,1,3, - ,1,11,15,2, - ,3, - ,4,21,5, - ,6, - ,3,5, - , - , - , - ,25, - ,1, - , - , - , - , - , - ,81, - , - , - ,3,1, - ,22, - ,3,3,6, - ,3, - ,1,22,235,37, - ,63, - ,4, - , - , - ,2,85, - ,8, - ,7, - , - , - , - , - ,2, - , - ,26,6,1,2,1,15, - ,1,55, - ,1,1, - , - , - , - , - ,45, - ,283
부산광역시 수영,1066,9,676,84,11,163,10,18,4,70,216,329,22,66,2,5,8,152,8,2,58,4,1,1, - ,1,5, - ,1,20, - ,7,15,5,44,11,33,12, - , - , - , - , - ,39,3,2,2, - , - , - , - , - ,1, - , - ,1,2,39,2, - , - , - ,5,1,1,677, - , - , - ,87, - , - ,2,6, - , - , - , - , - ,21, - ,163,139,906,4,2, - , - , - ,2,2,3,25, - , - , - , - , - ,1,4,23,2, - ,3, - , - ,32,2, - ,4, - , - ,11, - ,1, - , - ,37, - , - , - , - ,2, - ,3, - ,85, - , - , - ,10,2, - ,3, - ,9,1,3, - ,1, - , - ,15,88,44, - ,86, - ,2, - , - , - , - ,40, - ,13, - ,6, - , - , - , - , - , - , - , - ,16, - , - , - ,1,1, - , - ,33, - , - , - ,1, - , - , - , - ,17, - ,218
부산광역시 사상,1653,60,1340,159,24,181,8,47,11,144,269,576,11,33,5,6,12,226,6,5,63,1,3,5,2, - ,11,1,6,95,1,5,10,9,75,14,72,24,1,2, - , - ,1,52,3,7,32, - , - , - , - , - , - ,1, - ,7,2,25,3, - , - , - ,2,8,3,1171, - , - , - ,202, - , - ,1,9,10, - , - ,2,7,12,6,203,230,948,11,195, - , - , - , - ,3,2,35, - , - , - , - , - , - ,5,26,3, - , - , - ,3,31,14,1,30, - , - ,36,1, - , - , - ,16, - ,2, - , - , - , - , - , - ,84, - ,1,1,12, - , - ,20, - ,7, - ,1, - ,7, - ,1,10,385,166, - ,93, - ,1, - , - , - ,2,141, - ,19, - ,7, - , - , - , - , - ,1, - , - ,36,3,2,3,2,20, - ,3,60,3,2, - , - ,1, - , - , - ,44, - ,370
부산광역시 기장,1653,60,1340,159,24,181,8,47,11,144,269,576,11,33,5,6,12,226,6,5,63,1,3,5,2, - ,11,1,6,95,1,5,10,9,75,14,72,24,1,2, - , - ,1,52,3,7,32, - , - , - , - , - , - ,1, - ,7,2,25,3, - , - , - ,2,8,3,1171, - , - , - ,202, - , - ,1,9,10, - , - ,2,7,12,6,203,230,948,11,195, - , - , - , - ,3,2,35, - , - , - , - , - , - ,5,26,3, - , - , - ,3,31,14,1,30, - , - ,36,1, - , - , - ,16, - ,2, - , - , - , - , - , - ,84, - ,1,1,12, - , - ,20, - ,7, - ,1, - ,7, - ,1,10,385,166, - ,93, - ,1, - , - , - ,2,141, - ,19, - ,7, - , - , - , - , - ,1, - , - ,36,3,2,3,2,20, - ,3,60,3,2, - , - ,1, - , - , - ,44, - ,370
대구광역시 중구,1187,77,952,104,17,176,3,23,6,77,432,300,5,29,1, - ,9,200,38,4,66, - ,2, - ,4,4,6, - ,2,21, - ,9,16,1,42,12,50,10, - , - ,1, - , - ,57,1,2,5, - , - ,1, - , - ,2, - , - , - ,2,6, - , - , - , - ,1,4,1,1080,1, - , - ,159, - , - , - ,3, - , - , - ,2, - ,47,1,208,237,1427,13,4, - , - , - ,3,2, - ,17, - , - , - ,10, - , - ,2,34, - , - ,1, - ,10,74,4, - ,1, - , - ,113,1, - , - , - ,34, - , - , - , - , - , - , - , - ,33, - , - , - ,9, - ,2,5, - , - ,4,2, - , - , - , - ,12,54,73, - ,94, - ,1, - , - , - ,10,24, - ,13, - ,4,2, - , - , - , - ,7,8, - ,44,4, - , - ,8,1, - , - ,31, - ,1, - , - ,2, - , - , - ,15, - ,171
대구광역시 동구,2342,41,1427,104,10,358,8,27,12,137,806,593,25,19, - ,5,16,326,11,8,65, - , - ,3,2, - ,15,1,5,62,1,13,12,5,75,14,108,31,1,2, - , - ,2,101,3,4,10, - , - , - , - , - , - ,8, - ,5, - ,1, - , - , - , - ,4,5,2,1610,2,1, - ,181, - , - ,2,10, - ,3,4,1,1,16, - ,438,473,2260,20,116, - , - , - ,1,1,2,56, - , - , - ,5, - , - ,4,85,2, - ,2, - , - ,28,20,3,15, - , - ,11, - , - , - , - ,44, - , - , - , - , - , - , - , - ,44, - ,1, - ,7,1, - ,7, - , - ,3,16, - , - , - , - ,9,257,387,3,149, - , - , - ,4, - ,1,97, - ,26, - ,7, - , - , - , - , - ,6,1, - ,48,4, - ,1,2,7,5, - ,88,2, - , - ,1,4, - , - , - ,87, - ,456
대구광역시 서구,2300,36,805,84,13,369,2,22,6,81,894,427,13,63, - , - ,7,230,22,2,47,1,2, - ,4, - ,7, - ,6,52, - ,4,8, - ,33,9,73,27, - , - , - , - , - ,121, - ,3,4, - , - , - , - , - , - , - , - ,3, - ,3,1, - , - , - , - ,7, - ,1433,8, - , - ,174, - , - , - ,3, - , - , - ,2,2,18,1,253,381,2354,17,225, - , - , - , - ,2, - ,50, - , - , - ,1, - , - , - ,69,1, - ,5, - ,2,101,18, - ,6,1, - ,14,1, - , - , - ,44, - , - ,1, - , - , - , - , - ,45, - ,2,2,11, - , - ,1, - ,2,2, - , - , - , - , - ,5,207,325, - ,106, - ,1, - , - , - , - ,49, - ,13, - ,8,2, - , - , - , - ,6, - , - ,57,5, - , - , - ,2, - , - ,64,1,2, - , - ,4, - , - , - ,50, - ,430
대구광역시 남구,1073,22,820,69,7,272,5,24,12,65,563,416,18,19, - ,2,3,193,11, - ,57,1, - , - ,2, - ,5, - ,3,35, - ,4,15,7,38,13,40,14, - , - , - , - ,2,63, - ,1,8, - , - , - , - , - , - , - , - ,1, - ,1, - , - , - , - ,1,2,2,1034, - , - , - ,111, - , - , - ,10, - , - , - ,1,1,20, - ,144,295,2303,16,5, - , - , - , - ,3,1,50, - , - , - ,3, - , - ,1,55,1, - ,2,1, - ,54,7,3,4, - , - ,18, - , - , - , - ,18, - , - , - , - ,1, - , - , - ,15, - , - , - ,4, - , - ,3, - ,1, - ,5, - ,1, - , - ,8,142,120, - ,57, - ,1,1,1, - ,2,47,1,12, - ,5, - , - , - , - , - ,3, - , - ,26,2,4,1,9, - , - , - ,82,1,1, - , - ,2, - , - , - ,50, - ,306
대구광역시 북구,2926,156,975,140,21,523,9,26,10,103,829,595,26,46, - ,2,15,304,14,4,93, - ,2,1,6, - ,13, - ,11,64, - ,10,15,2,81,21,100,27, - , - , - , - ,2,108,1, - ,18, - , - , - ,1, - , - ,4, - ,1,2,8,4, - , - , - ,1,5,2,2456,4,1, - ,291, - , - ,2,18,11, - , - ,2, - ,21,3,361,439,2340,20,136, - , - , - ,2,1,3,28, - , - , - , - , - , - ,3,85, - ,1,2, - ,4,85,23, - ,21,2, - ,18, - , - , - , - ,42, - , - , - , - ,1,3, - , - ,47, - ,3, - ,3, - , - ,14, - ,1,7,1, - ,4, - , - ,13,333,245, - ,125, - , - , - , - , - ,6,82,1,39, - ,5, - , - , - , - , - ,6, - , - ,75,15, - , - ,3,17, - ,1,118, - ,4,3,1,5, - , - , - ,59, - ,598
대구광역시 수성,1704,17,1497,133,23,438,5,22,8,134,791,642,26,49,3,4,6,289,14,8,86,2,1,2,10,2,15, - ,5,63, - ,11,11,5,66,32,115,32,1, - , - , - ,7,107,3,121,35, - , - , - , - , - , - , - , - ,1,4,2,1, - , - , - ,10,13,1,1961,2, - , - ,310, - , - , - ,15, - , - , - ,1,1,35,1,412,517,3179,35,35, - , - , - , - ,4,1,51, - , - , - ,1, - ,1,8,85,4, - , - , - ,3,207,15, - ,10, - ,1,30, - , - , - , - ,98, - , - , - , - ,6,3, - , - ,57, - ,1, - ,5, - , - ,8, - ,2,7,4, - , - , - , - ,26,154,164, - ,162, - ,1, - , - , - ,3,118, - ,17, - ,15, - , - , - , - , - ,5,3, - ,48,3, - ,3, - ,5, - , - ,136, - ,2,1, - ,3, - , - , - ,46, - ,502
대구광역시 달서,3499,65,1927,184,33,674,8,36,16,217,1504,1098,46,94,2,11,21,540,49,4,123,9,3,1,6, - ,24, - ,8,120, - ,22,27,10,86,29,126,51, - ,2,1, - ,2,161,2,29,19, - , - , - , - , - , - , - , - ,6,4,6,1, - , - , - ,9,18,3,3033,8,1, - ,474, - , - ,6,20, - ,1, - ,2,11,33, - ,629,546,3313,41,79, - , - , - , - ,3, - ,47, - , - , - , - , - , - ,1,139,1, - ,2, - ,8,141,40, - ,18, - ,1,30,2, - , - , - ,81, - ,1, - , - ,1, - , - , - ,62,1,1, - ,19, - ,1,12, - , - ,6,4, - ,4, - , - ,16,564,211, - ,268, - ,1,1, - , - ,4,134,2,31, - ,18, - , - , - , - , - ,7,2, - ,72,4, - ,3,9,5, - , - ,142,4,4,7, - , - , - , - , - ,111, - ,899
대구광역시 달성,527,4,313,54,9,88,7,2,5,32,198,211,8,13, - ,6,4,118,9, - ,23, - ,12,7, - , - ,4, - , - ,31, - ,3,13,2,28,11,18,16, - ,2, - , - ,3,39, - ,5,5, - , - , - , - , - , - ,1, - ,4, - ,1,2, - , - , - , - ,3, - ,668,1, - , - ,126, - ,1,6,7, - ,1, - ,1,6,2, - ,193,274,725,18,341, - , - , - ,1,1, - ,6, - , - , - , - , - , - ,2,43, - ,1, - , - , - ,54,9,3,30, - , - ,1,1, - , - , - ,3, - ,1, - , - , - , - , - , - ,25, - ,1,1,2, - , - ,2, - , - ,1,2, - , - , - , - ,1,127,122, - ,29, - , - , - , - , - , - ,21, - ,5, - ,2, - , - , - , - ,1,2, - , - ,14,2, - ,2, - ,17, - , - ,39,1,6, - ,1, - , - , - , - ,20, - ,191
인천광역시 중구,538,30,1254,101,10,89,10,19,3,63,275,214,5,13, - , - ,8,121,51, - ,120,9,1,3,4,3,2, - ,1,46, - ,5,17,5,43,4,43,12, - , - , - , - ,22,56,1,1,12, - , - , - , - , - , - , - ,40,13, - ,32, - , - , - ,11,1,11,239,447, - , - , - ,150,5, - ,1,1, - , - ,1, - ,2,2,26,96,335,1011,8,306, - , - , - ,1,21,1,51, - , - ,8, - , - ,3,1,18,3, - ,2, - ,3,18,11,9,14, - , - ,370, - ,5,64,1,29, - , - , - ,39,4,2,4, - ,30, - ,1, - ,8,2,14,11, - , - ,1091, - , - ,4, - , - ,7,53,81, - ,59, - ,1, - , - , - ,3,65, - ,23, - ,3,3, - , - , - , - , - , - , - ,26,1, - ,15, - ,25,1, - ,29, - ,4, - , - , - ,1, - ,1,39, - ,240
인천광역시 동구,292,3,151,17,3,33,5,5,3,21,119,64,3,5,2,1,1,33,25, - ,22,1, - , - , - , - , - , - , - ,9, - ,2,7,4,26,4,9,4, - , - , - , - ,1,35,1, - ,1, - , - , - , - , - , - , - ,4, - , - , - , - , - , - ,1,1,6, - ,198, - ,1, - ,45, - , - ,2, - , - ,1, - ,1,1,3, - ,30,157,153,2,104, - , - , - , - ,15, - ,3, - , - , - , - , - , - , - ,10, - , - ,3, - , - ,36,2, - ,11, - , - ,2, - ,2, - , - ,10, - , - , - , - , - ,1,1, - ,8, - ,1, - ,1, - , - ,4, - , - ,4, - , - ,2, - , - ,1,40,15, - ,25, - , - , - , - , - , - ,6, - ,8, - , - , - , - , - , - , - , - , - , - ,1,1, - , - , - ,1, - , - ,9,1, - , - , - , - , - , - , - ,23, - ,50
인천광역시 서구,1552,80,1002,143,28,306,10,38,20,140,807,389,8,34,1,4,12,399,39,5,105,2,1,1,5,2,12, - ,13,55,1,13,28,9,79,24,97,35, - ,3, - , - ,1,154,2,2,10, - , - , - , - , - , - ,7,1,17,1,152, - ,1, - , - ,1,9,4,1188, - , - , - ,497,1, - ,3,8, - , - , - ,1,39,5, - ,400,352,2063,20,467, - , - , - ,4,5, - ,14, - , - , - ,1, - , - , - ,59,1, - , - , - ,2,38,72,3,44, - ,1,15,1, - ,1, - ,77, - ,2, - , - , - , - , - , - ,57, - ,6, - ,6,1, - ,7, - , - ,4,1, - ,36, - , - ,5,214,159, - ,132, - ,1, - , - , - ,2,77, - ,37, - ,8, - , - , - ,1, - ,5, - , - ,70,1, - ,3, - ,56, - , - ,92,4,10, - , - , - , - , - , - ,207, - ,637
인천광역시 남구,1856,60,1916,199,42,319,9,52,14,191,1008,525,12,42,7,5,33,443,76,16,164,3,6,7,4, - ,8, - ,5,74,1,14,15,4,96,26,93,36, - ,1, - , - ,1,104,3,68,41, - , - , - , - , - ,1, - , - ,2,1,71, - , - , - , - ,9,11,1,1602,1, - , - ,322, - , - ,2,11, - , - , - ,1,4,73,1,385,1037,2753,30,58, - , - , - ,3,22,3,99,1, - , - ,3, - , - ,8,113,2, - ,3, - ,7,61,39, - ,14, - ,1,21, - , - , - , - ,70, - , - , - , - , - , - , - , - ,49, - , - , - ,6, - , - ,18, - , - ,8,3, - ,23, - , - ,18,479,146, - ,192, - , - , - , - ,1,2,108, - ,44, - ,18, - , - , - , - , - ,14, - , - ,131,2,1,6, - ,11, - , - ,145,1,2,2, - ,11, - , - , - ,251, - ,722
인천광역시 연수,871,11,824,74,14,232,5,17,6,96,583,266,7,23,2,4,6,189,36, - ,62,2, - ,3,4, - ,7, - ,1,43,1,2,9,4,30,11,50,19, - ,2, - , - ,3,47,1,1,5, - , - , - , - , - , - , - , - ,1, - ,16,1, - , - , - ,6,5,1,702, - , - , - ,153, - , - , - ,8, - , - , - ,3,2,8, - ,506,210,1391,13,68, - , - , - ,1,8,1,23, - , - , - ,1, - , - , - ,43,4, - , - , - , - ,15,4,1,15, - , - ,9, - ,2, - , - ,88, - , - , - ,1, - , - , - , - ,33, - , - , - ,6, - , - ,12, - , - ,3, - , - ,4, - , - ,13,65,52, - ,54, - ,1, - , - , - , - ,55, - ,15, - ,32, - , - , - , - , - ,4,1, - ,52,1, - ,2, - ,5, - , - ,51,1,1, - , - , - , - ,1, - ,88, - ,617
인천광역시 남동,1382,36,1558,180,51,345,12,56,25,165,786,634,15,32,2,3,12,390,40,7,135,2,3,1,7,5,12, - ,5,75,1,8,20,4,113,32,115,28, - , - , - , - ,1,143,3,6,20, - , - , - , - ,1,1,82, - , - ,2,39,6, - , - , - ,15,15,1,1807, - , - , - ,472, - , - ,2,10, - , - ,2,3,9,64,2,487,680,1968,22,370, - , - , - ,4,4,2,38, - , - , - ,1, - ,1,2,100,2,1,2, - ,10,76,83,1,37, - ,1,21,1, - , - , - ,63,1, - , - , - , - , - , - , - ,102,2,3, - ,9,1, - ,16, - ,2,6,1, - ,26, - , - ,26,187,132, - ,215, - ,1,1, - , - ,2,99, - ,36, - ,12, - , - , - , - , - ,15,16, - ,72, - ,6,2,1,23, - , - ,132,2,4, - , - ,3, - , - , - ,118, - ,860
인천광역시 부평,2478,109,1757,177,29,497,4,89,33,308,1167,769,26,47,1,6,23,572,108,6,133,2, - , - ,2,2,11, - ,7,91, - ,17,12,11,111,28,185,46, - , - , - , - ,5,102,1,1,16, - , - , - , - , - ,2, - , - , - ,2,16, - , - , - , - ,29,18,2,1748,1,1, - ,452, - , - ,2,8, - , - , - ,2,16,22,3,614,458,2209,17,20, - , - , - , - ,6,1,29, - , - , - ,3, - ,1,1,111,3, - ,4, - ,5,70,119,1,15,1, - ,51, - , - , - , - ,42, - ,2, - , - , - , - , - , - ,130,1,3, - ,20, - ,1,11, - , - ,4,3, - ,27, - ,1,19,207,90, - ,155, - , - , - , - , - ,3,130, - ,33, - ,24,1, - , - , - , - ,2,3, - ,125,3,3,2,1,19, - , - ,157, - , - ,1, - ,4, - , - , - ,102, - ,690
